,actions,category,drugbank_id,known_action,organism,pubmed_ids,uniprot_id
8348,inhibitor,transporter,DB01167,unknown,Human,11716514|11751127|12699389|10746169|11808341|12621384|15969931|16041596|16084853,P08183
8349,,enzyme,DB01168,unknown,Human,,P47989
8350,substrate,enzyme,DB01168,unknown,Human,19934256,Q16678
8351,inducer,target,DB01169,yes,Human,16230390|16387740|17450217|11752352,O14920
8352,inhibitor,target,DB01169,yes,Human,17640917,Q16881
8353,inducer,target,DB01169,yes,Human,12075113|12426127|12475910|12547826|12637567,P05412
8354,antagonist,target,DB01169,yes,Human,12480548|16230390|16387740|17005224|17370311,P24385
8355,inducer,target,DB01169,yes,Human,12472888|14516795|14674888|15849723|17158527,P27361
8356,inducer,target,DB01169,yes,Human,12426127|12529330,P28482
8357,inducer,target,DB01169,unknown,Human,12472888|12529330|15580309|15916724|16239170,P31749
8358,inhibitor,enzyme,DB01169,unknown,Human,19934256,P04798
8359,inhibitor,enzyme,DB01169,unknown,Human,19934256,Q16678
8360,inhibitor,enzyme,DB01169,unknown,Human,19934256,P08684
8361,inducer,transporter,DB01169,unknown,Human,11836020,Q92887
8362,substrate,transporter,DB01169,unknown,Human,12647012|12679007|14642128|15694464|15698479,P08183
8363,inducer,target,DB01170,yes,Human,11403930|16126010|8710929,P23975
8364,inducer,enzyme,DB01170,unknown,Human,19934256,P08684
8365,inhibitor,target,DB01171,yes,Human,11752352|1705137|8875133,P21397
8366,inhibitor,enzyme,DB01171,unknown,Human,11752352,P21397
8367,,enzyme,DB01171,unknown,Human,21200377,P27338
8368,substrate|inhibitor,enzyme,DB01171,unknown,Human,19934256,P33261
8369,substrate|inhibitor|inducer,enzyme,DB01171,unknown,Human,19934256,P10635
8370,inhibitor,enzyme,DB01171,unknown,Human,19934256,P05177
8371,substrate|inhibitor,enzyme,DB01171,unknown,Human,19934256,P11712
8372,inhibitor,target,DB01172,yes,Escherichia coli (strain K12),17139284|17016423|11247671|8657204|10625393,P0A7S3
8373,,enzyme,DB01172,unknown,Mycobacterium tuberculosis,12161746,P0A5N0
8374,,enzyme,DB01172,unknown,Staphylococcus aureus,2841975,P05057
8375,,enzyme,DB01172,unknown,Escherichia coli,21477597,P00551
8376,antagonist,target,DB01173,yes,Human,17139284|17016423|8788072,O15399
8377,antagonist,target,DB01173,yes,Human,17139284|17016423|8788072,Q05586
8378,antagonist,target,DB01173,yes,Human,17139284|17016423|8788072,O60391
8379,antagonist,target,DB01173,yes,Human,17139284|17016423|8788072,Q8TCU5
8380,antagonist,target,DB01173,yes,Human,17139284|17016423|2578597,P35367
8381,inhibitor,target,DB01173,yes,Human,10344632,P23975
8382,inhibitor,target,DB01173,unknown,Human,10344632,Q9Y5Y9
8383,inhibitor|inducer,enzyme,DB01173,unknown,Human,12515593|12712632|8242617|8789153|12813002,P20813
8384,substrate,enzyme,DB01173,unknown,Human,8678911,P08684
8385,,enzyme,DB01173,unknown,Human,10821163,P05181
8386,potentiator,target,DB01174,yes,Human,14579514|10209232|11264449|10487207|2871724|17139284|17016423,P14867
8387,antagonist,target,DB01174,unknown,Human,11264449|16248797|10487207,P43681
8388,antagonist,target,DB01174,unknown,Human,11264449|16248797|10487207,P36544
8389,antagonist,target,DB01174,unknown,Human,11264449|10487207|20051697,P42262
8390,antagonist,target,DB01174,unknown,Human,11264449|10487207,Q13002
8391,substrate|inducer,enzyme,DB01174,unknown,Human,19934256|12642468,P33261
8392,substrate|inducer,enzyme,DB01174,unknown,Human,19515014|19934256|13677397,P11712
8393,inducer,enzyme,DB01174,unknown,Human,19934256,P20813
8394,inducer,enzyme,DB01174,unknown,Human,19934256|13677397,P10632
8395,inducer,enzyme,DB01174,unknown,Human,19934256|9695715|10354960,P08684
8396,inducer,enzyme,DB01174,unknown,Human,19934256|10064569,P05177
8397,inhibitor|inducer,enzyme,DB01174,unknown,Human,19934256|13677397,P11509
8398,substrate|inducer,enzyme,DB01174,unknown,Human,19934256,P05181
8399,inducer,enzyme,DB01174,unknown,Human,19934256,P20815
8400,inducer,enzyme,DB01174,unknown,Human,19934256,Q02928
8401,inducer,enzyme,DB01174,unknown,Human,19934256,P04798
8402,inducer,enzyme,DB01174,unknown,Human,19934256,Q16678
8403,inducer,enzyme,DB01174,unknown,Human,19934256,P33260
8404,inducer,enzyme,DB01174,unknown,Human,19934256,P24462
8405,inducer,enzyme,DB01174,unknown,Human,19934256,P13584
8406,substrate|inducer,transporter,DB01174,unknown,Human,8632764|18824002,P08183
8407,inducer,transporter,DB01174,unknown,Human,9738950|14570762|12920174|10712264,O15438
8408,inducer,transporter,DB01174,unknown,Human,11706036,O95342
8409,inducer,transporter,DB01174,unknown,Human,9738950,P33527
8410,inducer,transporter,DB01174,unknown,Human,11451172,Q92959
8411,inducer,transporter,DB01174,unknown,Human,11841808|11323161|11706036|9571149|11861969,Q92887
8412,inhibitor,target,DB01175,yes,Human,11543737|12232544|12387707|12665392|12719960|17916059|12876551|19616061,P31645
8413,inhibitor,target,DB01175,unknown,Human,17916059,Q01959
8414,inhibitor,target,DB01175,unknown,Human,17916059,P23975
8415,antagonist,target,DB01175,unknown,Human,17916059|12876551,P35348
8416,antagonist,target,DB01175,unknown,Human,17916059,P11229
8417,antagonist,target,DB01175,unknown,Human,17916059|12876551,P35367
8418,substrate,enzyme,DB01175,unknown,Human,19934256,P08684
8419,substrate,enzyme,DB01175,unknown,Human,19934256,P33261
8420,substrate|inhibitor,enzyme,DB01175,unknown,Human,8968657|19934256,P10635
8421,antagonist,target,DB01176,yes,Human,11752352|1983158,P35367
8422,inhibitor,target,DB01176,unknown,Human,1397064,P49888
8423,inhibitor,enzyme,DB01176,unknown,Human,19934256,P11712
8424,inhibitor,target,DB01177,yes,Human,12034365|10523799|10203104|11836027|8036155|11752352,P11388
8425,substrate,enzyme,DB01177,unknown,Human,19934256,P11712
8426,substrate|inhibitor,enzyme,DB01177,unknown,Human,19934256,P10635
8427,inhibitor,transporter,DB01177,unknown,Human,9188796,P33527
8428,agonist,target,DB01178,yes,Human,17139284|17016423|11752352,P30536
8429,inhibitor,target,DB01179,yes,Human,10783066|1331331|1334447|16061385|1845848|11752352,P11388
8430,inhibitor,target,DB01179,yes,Human,20979080|20814887|20810285|20657644|19286405|1411635,P68366
8431,inhibitor,target,DB01179,yes,Human,2011590,P07437
8432,substrate,enzyme,DB01179,unknown,Human,19934256,P33261
8433,substrate,enzyme,DB01179,unknown,Human,19934256,P08684
8434,inhibitor,target,DB01180,yes,Human,17139284|17016423|16431399|11752352,P12821
8435,substrate,enzyme,DB01181,unknown,Human,16702183|15919850|19515014|10348794,P20813
8436,substrate|inhibitor|inducer,enzyme,DB01181,unknown,Human,16702183|15919850|19515014|10348794|12136253|19934256,P08684
8437,substrate,enzyme,DB01181,unknown,Human,16702183|19515014|10348794,P20815
8438,substrate,enzyme,DB01181,unknown,Human,10348794|19934256,P33261
8439,substrate|inducer,enzyme,DB01181,unknown,Human,16702183|19515014|19934256,P11712
8440,substrate|inducer,enzyme,DB01181,unknown,Human,16702183|19934256,P10632
8441,substrate,enzyme,DB01181,unknown,Human,16702183|10348794|19934256,P11509
8442,substrate,enzyme,DB01181,unknown,Human,10348794|19934256,P33260
8443,substrate,enzyme,DB01181,unknown,Human,19515014,P23219
8444,substrate,enzyme,DB01181,unknown,Human,19934256,P24462
8445,inhibitor,target,DB01182,yes,Human,17139284|17016423,Q14524
8446,inhibitor,target,DB01182,yes,Human,11330342|12618228|11752352,Q12809
8447,substrate|inhibitor,enzyme,DB01182,unknown,Human,8423765|19934256,P10635
8448,substrate,enzyme,DB01182,unknown,Human,19934256,P08684
8449,substrate|inhibitor,enzyme,DB01182,unknown,Human,8423765|19934256,P05177
8450,inhibitor,enzyme,DB01182,unknown,Human,19934256,P11712
8451,inhibitor,enzyme,DB01182,unknown,Human,19934256,P10632
8452,inhibitor,transporter,DB01182,unknown,Human,10513988|15900513|16843673|9336306|9747179,P08183
8453,antagonist,target,DB01183,yes,Human,12566163|12799988|12842269|12887410|12909198|11752352|18354714|17918759|17367258,P35372
8454,antagonist,target,DB01183,yes,Human,12650833|12657847|12749773|14646257|14708857|18354714|17367258,P41143
8455,antagonist,target,DB01183,yes,Human,17305578|17367258|18354714,P41145
8456,other/unknown,target,DB01183,no,Human,12956944|12969258|14653953|15953421|16417577,P16220
8457,antagonist|other/unknown,target,DB01183,no,Human,16546975,P03372
8458,inhibitor,target,DB01183,unknown,Human,22520687,O00206
8459,substrate,enzyme,DB01183,unknown,Human,19934256,P10632
8460,substrate,enzyme,DB01183,unknown,Human,19934256,P08684
8461,substrate,carrier,DB01183,unknown,Human,,P02768
8462,inhibitor,transporter,DB01183,unknown,Human,10871297,P46721
8463,substrate,transporter,DB01183,unknown,Human,12438524,P08183
8464,antagonist,target,DB01184,yes,Human,12010185|15894081|1683559|11752352|18970411,P14416
8465,antagonist,target,DB01184,yes,Human,8301582,P35462
8466,substrate,enzyme,DB01184,unknown,Human,,P20815
8467,substrate,enzyme,DB01184,unknown,Human,,P24462
8468,substrate,enzyme,DB01184,unknown,Human,20082577|19934256|15801545,P08684
8469,substrate,enzyme,DB01184,unknown,Human,19934256,P05177
8470,substrate,enzyme,DB01184,unknown,Human,19934256,P20813
8471,substrate,enzyme,DB01184,unknown,Human,19934256,P10632
8472,substrate,enzyme,DB01184,unknown,Human,19934256,P10635
8473,substrate,transporter,DB01184,unknown,Human,12954186|8647944,P08183
8474,agonist,target,DB01185,yes,Human,8119180|2521824|6439037|17023534|10077001|11752352,P10275
8475,antagonist,target,DB01185,yes,Human,16538529|10637238|7044524|8622076|3058238,P03372
8476,antagonist,target,DB01185,yes,Human,17139284|17016423,P16471
8477,antagonist,target,DB01185,unknown,Human,173192,P04150
8478,,carrier,DB01185,unknown,Human,6439037|7195405|947929,P04278
8479,agonist,target,DB01186,yes,Human,11752352|2860228|1674528|18691132|10641988|10516878|16842172|3828803,P14416
8480,agonist,target,DB01186,yes,Human,18691132|10641988|1683537,P35462
8481,agonist,target,DB01186,unknown,Human,18691132,P21917
8482,agonist,target,DB01186,unknown,Human,18691132|10641988,P08908
8483,agonist,target,DB01186,unknown,Human,18703043|18691132|10641988,P41595
8484,agonist,target,DB01186,unknown,Human,18703043|18691132|10641988,P28223
8485,agonist,target,DB01186,unknown,Human,18691132|10641988,P28221
8486,agonist,target,DB01186,unknown,Human,18691132|10641988,P18089
8487,agonist,target,DB01186,unknown,Human,18691132|10641988,P08913
8488,agonist,target,DB01186,unknown,Human,18691132|10641988,P18825
8489,agonist,target,DB01186,unknown,Human,18691132,P21918
8490,agonist,target,DB01186,unknown,Human,11752352|18691132|10641988,P21728
8491,agonist,target,DB01186,unknown,Human,18691132|10641988,P28222
8492,agonist,target,DB01186,unknown,Human,18703043|18691132|10641988,P28335
8493,agonist,target,DB01186,unknown,Human,10641988,P35348
8494,agonist,target,DB01186,unknown,Human,10641988,P35368
8495,agonist,target,DB01186,unknown,Human,10641988,P25100
8496,substrate|inhibitor,enzyme,DB01186,unknown,Human,18691132|19934256,P08684
8497,inhibitor,enzyme,DB01186,unknown,Human,18691132|19934256,P10635
8498,binder,target,DB01188,yes,Human,12760852,P05023
8499,agonist,target,DB01189,yes,Human,17139284|17016423|16973644,P23415
8500,antagonist,target,DB01189,yes,Human,17139284|17016423|8786535,P42261
8501,inducer,target,DB01189,yes,Human,17139284|17016423|19298752,Q09470
8502,inhibitor,target,DB01189,yes,Human,17139284|17016423,P98194
8503,other/unknown,target,DB01189,unknown,Human,17139284|17016423|8214757,P30049
8504,unknown,target,DB01189,unknown,Human,17139284|17016423,P03886
8505,,carrier,DB01189,unknown,Human,15449957,P02768
8506,inhibitor,target,DB01190,yes,Shigella flexneri,17139284|17016423|11677599,P0A7J6
8507,substrate|inhibitor,enzyme,DB01190,unknown,Human,19934256,P08684
8508,inhibitor,target,DB01191,yes,Human,11259539|11325413|14515341|14675103|15266556,P31645
8509,agonist,target,DB01191,unknown,Human,10353435|11198050|11489456|11888565|12678838,P28335
8510,substrate|inhibitor,enzyme,DB01191,unknown,Human,19934256,P10635
8511,substrate|inhibitor,enzyme,DB01191,unknown,Human,19934256,P05177
8512,inhibitor,enzyme,DB01191,unknown,Human,19934256,P11509
8513,inhibitor,enzyme,DB01191,unknown,Human,19934256,P33261
8514,inhibitor,enzyme,DB01191,unknown,Human,19934256,P11712
8515,inhibitor,enzyme,DB01191,unknown,Human,19934256,P05181
8516,agonist,target,DB01192,yes,Human,9712193|17006080|17595308|10854833|16343768|11752352,P35372
8517,antagonist,target,DB01192,unknown,Human,17595308|14998329,P41143
8518,substrate,enzyme,DB01192,unknown,Human,20642550|20590587|16678548|15703368,P08684
8519,substrate,enzyme,DB01192,unknown,Human,20642550|20590587|16678548,P10635
8520,partial agonist,target,DB01193,yes,Human,2453744|2568935|16268148|11752352,P08588
8521,partial agonist,target,DB01193,unknown,Human,16268148|10433496|8968966,P07550
8522,inhibitor,enzyme,DB01193,unknown,Human,19934256,P10635
8523,inhibitor,transporter,DB01193,unknown,Human,9655880,O15245
8524,substrate,transporter,DB01193,unknown,Human,12948019|8953513,P08183
8525,inhibitor,target,DB01194,yes,Human,9541386|10665514|14684332|9865942|11003159|19668749|14971907,P00918
8526,inhibitor,target,DB01194,unknown,Human,14684332|11224713,P00915
8527,inhibitor,target,DB01194,unknown,Human,14971907,P22748
8528,inhibitor,target,DB01194,unknown,Human,14971907,P35218
8529,substrate,enzyme,DB01194,unknown,Human,19934256,P08684
8530,inhibitor,target,DB01195,yes,Human,10617684|10758053|10961955|11307783|11535580|15272045|11196553|12601084|11752352,Q14524
8531,inhibitor,target,DB01195,yes,Human,14608015,P35499
8532,substrate|inhibitor,enzyme,DB01195,unknown,Human,19934256,P10635
8533,inhibitor,enzyme,DB01195,unknown,Human,19934256,P11712
8534,antagonist,target,DB01196,yes,Human,1599956|1647395|1908244|2125244|2679799|6364362,P11137
8535,antagonist,target,DB01196,yes,Human,1647395,P78559
8536,agonist,target,DB01196,yes,Human,3314674|3989343|7703721|6364362,P03372
8537,other/unknown,target,DB01196,yes,Human,14755680,Q92731
8538,substrate,enzyme,DB01196,unknown,Human,19934256,P08684
8539,inhibitor,transporter,DB01196,unknown,Human,7908991|12548594|7736407|7908988,P08183
8540,inhibitor,target,DB01197,yes,Human,17618628|20014331|15236580|11030016|11929321|16889963|11752352,P12821
8541,inhibitor,target,DB01197,unknown,Human,17308006|19057128|10328230|12381651|15993560|20184869,P08253
8542,inhibitor,target,DB01197,unknown,Human,19057128|12381651|15993560|18501888,P14780
8543,,target,DB01197,unknown,Human,12207002,P09960
8544,substrate,enzyme,DB01197,unknown,Human,19934256,P10635
8545,other/unknown,carrier,DB01197,no,Human,8216349|15093593|16469467|9040098,P02768
8546,inhibitor,transporter,DB01197,unknown,Human,11895100,P08183
8547,inhibitor,transporter,DB01197,unknown,Human,12132663|9733984,P46059
8548,inhibitor,transporter,DB01197,unknown,Human,9880528,Q4U2R8
8549,potentiator,target,DB01198,yes,Human,19942638|18973287|15291009|6135616|20303942,P14867
8550,potentiator,target,DB01198,yes,Human,19942638|18973287|20303942,P47869
8551,potentiator,target,DB01198,yes,Human,19942638|18973287|20303942,P34903
8552,potentiator,target,DB01198,yes,Human,19942638|18973287|6135616|20303942,P31644
8553,agonist,target,DB01198,unknown,Human,17139284|17016423,P30536
8554,substrate,enzyme,DB01198,unknown,Human,19515014|19934256|15039299,P08684
8555,substrate,enzyme,DB01198,unknown,Human,19515014|19934256|15039299,P10632
8556,substrate,enzyme,DB01198,unknown,Human,19515014|19934256,P11712
8557,substrate,enzyme,DB01198,unknown,Human,19515014,P23219
8558,substrate,enzyme,DB01198,unknown,Human,19934256,P05181
8559,antagonist,target,DB01199,yes,Human,17139284|17016423|11562442|20338223|19417616|18633030|11752352,Q15822
8560,antagonist,target,DB01199,yes,Human,10066903|12243766|16723497|1691468|7684066,P46098
8561,inhibitor,target,DB01199,unknown,Human,10421444|11823003|11920914|1475066|15878275,P22303
8562,substrate,transporter,DB01199,unknown,Human,8955087,O15245
8563,,transporter,DB01199,unknown,Human,9260930,O15244
8564,agonist,target,DB01200,yes,Human,12010185|11752352|18691132|10641988|10626749|12753422|10721819|11444429,P14416
8565,agonist,target,DB01200,yes,Human,18691132|10641988,P35462
8566,agonist,target,DB01200,unknown,Human,18691132|10641988,P28221
8567,agonist,target,DB01200,unknown,Human,20138024|18691132|10641988,P08913
8568,agonist,target,DB01200,unknown,Human,18691132|10641988,P08908
8569,agonist,target,DB01200,unknown,Human,20138024|18691132|10641988,P18825
8570,agonist,target,DB01200,unknown,Human,20138024|18691132|10641988,P18089
8571,agonist,target,DB01200,unknown,Human,18703043|18691132|10641988,P41595
8572,antagonist,target,DB01200,unknown,Human,18691132,P21917
8573,agonist,target,DB01200,unknown,Human,18703043|18691132|10641988,P28223
8574,agonist,target,DB01200,unknown,Human,18691132|10641988,P28222
8575,agonist,target,DB01200,unknown,Human,18703043|18691132|10641988,P28335
8576,agonist,target,DB01200,unknown,Human,18691132,P21918
8577,agonist,target,DB01200,unknown,Human,18691132,P21728
8578,agonist,target,DB01200,unknown,Human,10641988,P35348
8579,agonist,target,DB01200,unknown,Human,10641988,P35368
8580,agonist,target,DB01200,unknown,Human,10641988,P25100
8581,antagonist,target,DB01200,unknown,Human,18996971,P34969
8582,substrate|inhibitor,enzyme,DB01200,unknown,Human,16566594|18691132|17573349|19934256,P08684
8583,inhibitor,enzyme,DB01200,unknown,Human,19934256,P05177
8584,substrate|inhibitor,transporter,DB01200,unknown,Human,11961113|12235267|12438524|8920966,P08183
8585,inhibitor,target,DB01201,yes,Mycobacterium tuberculosis,17139284|17016423|9661035|20185278,P0A674
8586,inducer,enzyme,DB01201,unknown,Human,19934256,P11712
8587,inducer,enzyme,DB01201,unknown,Human,19934256,P08684
8588,inducer,enzyme,DB01201,unknown,Human,19934256,P10632
8589,inducer,enzyme,DB01201,unknown,Human,19934256,P10635
8590,inducer,enzyme,DB01201,unknown,Human,19934256,Q9HB55
8591,inducer,enzyme,DB01201,unknown,Human,19934256,P20815
8592,inducer,enzyme,DB01201,unknown,Human,19934256,P24462
8593,agonist,target,DB01202,yes,Human,15210974|15367040|16434140|16556440|17431542|18072813|17461889,Q7L0J3
8594,inhibitor,target,DB01202,yes,Human,17461889|11879381,Q00975
8595,substrate,transporter,DB01202,unknown,Human,17045309|18824002,P08183
8596,substrate,transporter,DB01202,unknown,Human,17045309,Q92887
8597,antagonist,target,DB01203,yes,Human,11752352|7981009|1354084|10433496|10606440|7912539,P08588
8598,antagonist,target,DB01203,unknown,Human,11752352|7981009|17622774|8574280|1349493|10433496,P07550
8599,substrate,transporter,DB01203,unknown,Human,8953513,P08183
8600,inhibitor,target,DB01204,yes,Human,11752352|9631585|9494516|11278845|11004693|10451375|18687447,P11388
